Category	Term	Count	PValue	Genes	Fold_Enrichment	Benjamini	Cluster 
GOTERM_BP_DIRECT	GO:0008652~cellular amino acid biosynthetic process	3	0.006928919	"BCAT1, GOT1, GPT2"	23.62851782	0.824783922	SA_high
GOTERM_BP_DIRECT	GO:2000194~regulation of female gonad development	2	0.009624469	"NUPR1, INSR"	204.7804878	0.801123432	SA_high
GOTERM_CC_DIRECT	GO:0036064~ciliary basal body	4	6.08E-04	"DYNC2LI1, PTPN23, MARK4, RAB3IP"	23.24	4.40E-02	SpD_low
GOTERM_CC_DIRECT	GO:0005654~nucleoplasm	18	4.69E-04	"UTP3, SSRP1, U2SURP, GSDMD, PRKAB1, RIOK2, PLAGL1, HNRNPK, SORBS1, ID2, RGS3, TRMT6, EED, SUPT16H, PSMD3, SNRNP40, GADD45A, LTV1"	2.40	3.95E-02	SA_low
GOTERM_BP_DIRECT	GO:0006396~RNA processing	4	2.37E-03	"HNRNPK, U2SURP, CCNL1, SNRNP40"	14.73	5.10E-01	SA_low
GOTERM_CC_DIRECT	GO:0005739~mitochondrion	9	5.39E-03	"NUBPL, GCK, MARC2, SDHD, FDPS, RAI14, LYPLA1, ACAT2, BCO2"	3.16	3.22E-01	SpD_high
GOTERM_CC_DIRECT	GO:0042567~insulin-like growth factor ternary complex	2	8.32E-03	"IGFALS, IGF1"	233.64	2.60E-01	SpD_high
GOTERM_BP_DIRECT	GO:0042997~negative regulation of Golgi to plasma membrane protein transport	2	8.55E-03	"LYPLA1, PKDCC"	226.92	9.39E-01	SpD_high
GOTERM_BP_DIRECT	GO:0043488~regulation of mRNA stability	5	0.00277229	"ZFP36L2, YWHAZ, PSMD10, KHSRP, APEX1"	8.49110032	0.83314131	unassigned
GOTERM_BP_DIRECT	GO:0009967~positive regulation of signal transduction	4	0.00498014	"ARHGAP1, SH2B3, GRB14, TOB1"	11.4699454	0.80013409	unassigned
