pathway,GO
KERATINOCYTE_PROLIFERATION,GO:0043616
MACROPHAGE_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE,GO:0002281
POSITIVE_REGULATION_OF_BINDING,GO:0051099
SMOOTH_MUSCLE_CELL_DIFFERENTIATION,GO:0051145
MALE_GENITALIA_DEVELOPMENT,GO:0030539
REGULATION_OF_HYDROLASE_ACTIVITY,GO:0051336
ENDOCARDIAL_CUSHION_DEVELOPMENT,GO:0003197
NEGATIVE_REGULATION_OF_ERBB_SIGNALING_PATHWAY,GO:1901185
RESPONSE_TO_DIETARY_EXCESS,GO:0002021
REGULATION_OF_MEIOTIC_NUCLEAR_DIVISION,GO:0040020
BRANCH_ELONGATION_OF_AN_EPITHELIUM,GO:0060602
POSITIVE_REGULATION_OF_CELLULAR_AMIDE_METABOLIC_PROCESS,GO:0034250
POSITIVE_REGULATION_OF_VACUOLE_ORGANIZATION,GO:0044090
NEGATIVE_REGULATION_OF_PLATELET_ACTIVATION,GO:0010544
GLUTAMINE_FAMILY_AMINO_ACID_CATABOLIC_PROCESS,GO:0009065
EMBRYONIC_SKELETAL_SYSTEM_DEVELOPMENT,GO:0048706
NEURON_MATURATION,GO:0042551
THYMIC_T_CELL_SELECTION,GO:0045061
CELLULAR_RESPONSE_TO_BIOTIC_STIMULUS,GO:0071216
COENZYME_A_METABOLIC_PROCESS,GO:0015936
PROTEIN_LOCALIZATION_TO_CILIUM,GO:0061512
RNA_STABILIZATION,GO:0043489
REGULATION_OF_CELL_MORPHOGENESIS_INVOLVED_IN_DIFFERENTIATION,GO:0010769
REGULATION_OF_PROTEIN_HOMODIMERIZATION_ACTIVITY,GO:0043496
REGULATION_OF_HETEROTYPIC_CELL_CELL_ADHESION,GO:0034114
POSITIVE_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_BIOSYNTHETIC_PROCESS,GO:1903428
ALPHA_AMINO_ACID_METABOLIC_PROCESS,GO:1901605
MITOCHONDRIAL_DNA_METABOLIC_PROCESS,GO:0032042
ADULT_BEHAVIOR,GO:0030534
RETINAL_GANGLION_CELL_AXON_GUIDANCE,GO:0031290
SPINDLE_LOCALIZATION,GO:0051653
HYDROGEN_PEROXIDE_CATABOLIC_PROCESS,GO:0042744
CELLULAR_RESPONSE_TO_ORGANIC_CYCLIC_COMPOUND,GO:0071407
POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,GO:0002720
REGULATION_OF_PROTEIN_SUMOYLATION,GO:0033233
RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS,GO:0034976
CELLULAR_RESPONSE_TO_LIGHT_STIMULUS,GO:0071482
POSITIVE_REGULATION_BY_HOST_OF_VIRAL_TRANSCRIPTION,GO:0043923
NEGATIVE_REGULATION_OF_STEM_CELL_DIFFERENTIATION,GO:2000737
NEGATIVE_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE,GO:0002701
SPHINGOLIPID_MEDIATED_SIGNALING_PATHWAY,GO:0090520
SYNAPTIC_VESICLE_CYTOSKELETAL_TRANSPORT,GO:0099514
LUNG_CELL_DIFFERENTIATION,GO:0060479
PLATELET_ACTIVATION,GO:0030168
CYTOSKELETON_ORGANIZATION,GO:0007010
NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_SIGNALING_PATHWAY,GO:0035872
TRANSCRIPTION_COUPLED_NUCLEOTIDE_EXCISION_REPAIR,GO:0006283
MEMBRANE_DEPOLARIZATION_DURING_ACTION_POTENTIAL,GO:0086010
MATURATION_OF_SSU_RRNA,GO:0030490
RESPONSE_TO_WOUNDING,GO:0009611
NON_CANONICAL_WNT_SIGNALING_PATHWAY,GO:0035567
RENAL_SYSTEM_PROCESS_INVOLVED_IN_REGULATION_OF_BLOOD_VOLUME,GO:0001977
NEGATIVE_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY,GO:0002704
POSITIVE_REGULATION_OF_CREB_TRANSCRIPTION_FACTOR_ACTIVITY,GO:0032793
NEGATIVE_REGULATION_OF_CELL_GROWTH,GO:0030308
MODIFIED_AMINO_ACID_TRANSPORT,GO:0072337
CGMP_BIOSYNTHETIC_PROCESS,GO:0006182
ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME,GO:0000380
ASSOCIATIVE_LEARNING,GO:0008306
SNORNA_METABOLIC_PROCESS,GO:0016074
NEGATIVE_REGULATION_OF_CELLULAR_CATABOLIC_PROCESS,GO:0031330
REGULATION_OF_RESPONSE_TO_EXTRACELLULAR_STIMULUS,GO:0032104
COFACTOR_TRANSPORT,GO:0051181
POSITIVE_REGULATION_OF_FAT_CELL_DIFFERENTIATION,GO:0045600
NEGATIVE_REGULATION_OF_PROTEIN_POLYMERIZATION,GO:0032272
EXOGENOUS_DRUG_CATABOLIC_PROCESS,GO:0042738
NEGATIVE_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS,GO:2000378
REGULATION_OF_PROTEIN_DEACETYLATION,GO:0090311
OTIC_VESICLE_DEVELOPMENT,GO:0071599
POSITIVE_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_INITIATION,GO:2000144
NEURON_PROJECTION_EXTENSION_INVOLVED_IN_NEURON_PROJECTION_GUIDANCE,GO:1902284
PHOSPHOLIPID_DEPHOSPHORYLATION,GO:0046839
NEGATIVE_REGULATION_OF_DNA_REPAIR,GO:0045738
METAL_ION_TRANSPORT,GO:0030001
INSULIN_SECRETION,GO:0030073
POSITIVE_REGULATION_OF_FIBROBLAST_PROLIFERATION,GO:0048146
PREASSEMBLY_OF_GPI_ANCHOR_IN_ER_MEMBRANE,GO:0016254
NECROTIC_CELL_DEATH,GO:0070265
REGULATION_OF_MAST_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE,GO:0033006
POSITIVE_REGULATION_OF_CELLULAR_AMINE_METABOLIC_PROCESS,GO:0033240
POSITIVE_REGULATION_OF_INTRACELLULAR_PROTEIN_TRANSPORT,GO:0090316
REGULATION_BY_VIRUS_OF_VIRAL_PROTEIN_LEVELS_IN_HOST_CELL,GO:0046719
CHROMOSOME_LOCALIZATION,GO:0050000
REGULATION_OF_RESPIRATORY_SYSTEM_PROCESS,GO:0044065
POSITIVE_REGULATION_OF_ADENYLATE_CYCLASE_ACTIVITY,GO:0045762
POSITIVE_REGULATION_OF_NEURON_DIFFERENTIATION,GO:0045666
EMBRYONIC_SKELETAL_SYSTEM_MORPHOGENESIS,GO:0048704
ACTIVATION_OF_GTPASE_ACTIVITY,GO:0090630
INOSITOL_PHOSPHATE_METABOLIC_PROCESS,GO:0043647
T_CELL_HOMEOSTASIS,GO:0043029
HISTONE_METHYLATION,GO:0016571
CELLULAR_RESPONSE_TO_FLUID_SHEAR_STRESS,GO:0071498
POSITIVE_REGULATION_OF_TRANSPORTER_ACTIVITY,GO:0032411
ALPHA_BETA_T_CELL_DIFFERENTIATION,GO:0046632
ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_CHROMOSOME,GO:0070199
PEPTIDE_CROSS_LINKING,GO:0018149
PEPTIDYL_SERINE_MODIFICATION,GO:0018209
CELLULAR_RESPONSE_TO_EXTRACELLULAR_STIMULUS,GO:0031668
ROUNDABOUT_SIGNALING_PATHWAY,GO:0035385
NEGATIVE_REGULATION_OF_RESPONSE_TO_DNA_DAMAGE_STIMULUS,GO:2001021
GLUTAMATE_METABOLIC_PROCESS,GO:0006536
SPHINGOMYELIN_METABOLIC_PROCESS,GO:0006684
TRNA_METABOLIC_PROCESS,GO:0006399
NEGATIVE_REGULATION_OF_ATPASE_ACTIVITY,GO:0032780
POSITIVE_REGULATION_OF_LOCOMOTION,GO:0040017
REGULATION_OF_DENDRITE_MORPHOGENESIS,GO:0048814
CELLULAR_RESPONSE_TO_LITHIUM_ION,GO:0071285
MAMMARY_GLAND_EPITHELIUM_DEVELOPMENT,GO:0061180
CELLULAR_RESPONSE_TO_PROSTAGLANDIN_STIMULUS,GO:0071379
NEGATIVE_REGULATION_OF_VIRAL_PROCESS,GO:0048525
ERYTHROCYTE_HOMEOSTASIS,GO:0034101
RESPONSE_TO_HEAT,GO:0009408
NOTCH_RECEPTOR_PROCESSING,GO:0007220
CELLULAR_RESPONSE_TO_CADMIUM_ION,GO:0071276
SUCKLING_BEHAVIOR,GO:0001967
POSITIVE_REGULATION_OF_KIDNEY_DEVELOPMENT,GO:0090184
I_KAPPAB_KINASE_NF_KAPPAB_SIGNALING,GO:0007249
REGULATION_OF_NON_CANONICAL_WNT_SIGNALING_PATHWAY,GO:2000050
REGULATION_OF_KINASE_ACTIVITY,GO:0043549
NEGATIVE_REGULATION_OF_DNA_RECOMBINATION,GO:0045910
POSITIVE_REGULATION_OF_LYMPHOCYTE_MIGRATION,GO:2000403
NEGATIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_INSULIN_STIMULUS,GO:1900077
POSITIVE_REGULATION_OF_CELLULAR_EXTRAVASATION,GO:0002693
MYELOID_LEUKOCYTE_DIFFERENTIATION,GO:0002573
PEROXISOME_ORGANIZATION,GO:0007031
DNA_STRAND_ELONGATION_INVOLVED_IN_DNA_REPLICATION,GO:0006271
CELLULAR_MODIFIED_AMINO_ACID_CATABOLIC_PROCESS,GO:0042219
POLYOL_METABOLIC_PROCESS,GO:0019751
POSITIVE_REGULATION_OF_TRANSCRIPTION_INITIATION_FROM_RNA_POLYMERASE_II_PROMOTER,GO:0060261
APICAL_JUNCTION_ASSEMBLY,GO:0043297
LYMPHOCYTE_HOMEOSTASIS,GO:0002260
SERTOLI_CELL_DEVELOPMENT,GO:0060009
NEGATIVE_REGULATION_OF_RNA_SPLICING,GO:0033119
CELL_CYCLE_PHASE_TRANSITION,GO:0044770
TISSUE_MORPHOGENESIS,GO:0048729
ENDOSOME_TO_LYSOSOME_TRANSPORT,GO:0008333
RESPONSE_TO_ANGIOTENSIN,GO:1990776
DENDRITIC_SPINE_DEVELOPMENT,GO:0060996
REGULATION_OF_PROTEIN_OLIGOMERIZATION,GO:0032459
SERINE_FAMILY_AMINO_ACID_BIOSYNTHETIC_PROCESS,GO:0009070
CEREBELLAR_PURKINJE_CELL_LAYER_FORMATION,GO:0021694
CELLULAR_RESPONSE_TO_CARBOHYDRATE_STIMULUS,GO:0071322
INOSITOL_PHOSPHATE_CATABOLIC_PROCESS,GO:0071545
C21_STEROID_HORMONE_METABOLIC_PROCESS,GO:0008207
NEGATIVE_REGULATION_OF_GLIAL_CELL_DIFFERENTIATION,GO:0045686
POSITIVE_REGULATION_OF_SYNAPSE_ASSEMBLY,GO:0051965
TRANSMISSION_OF_NERVE_IMPULSE,GO:0019226
POSITIVE_REGULATION_OF_VASCULATURE_DEVELOPMENT,GO:1904018
POSITIVE_REGULATION_OF_EPIDERMAL_CELL_DIFFERENTIATION,GO:0045606
MEMBRANE_FUSION,GO:0061025
POSITIVE_REGULATION_OF_TOR_SIGNALING,GO:0032008
POSITIVE_REGULATION_OF_GLIAL_CELL_DIFFERENTIATION,GO:0045687
MALE_SEX_DETERMINATION,GO:0030238
TYPE_B_PANCREATIC_CELL_DEVELOPMENT,GO:0003323
REGULATION_OF_SUPEROXIDE_ANION_GENERATION,GO:0032928
ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY,GO:0050851
POSITIVE_REGULATION_OF_MITOTIC_CELL_CYCLE,GO:0045931
LYMPHOCYTE_COSTIMULATION,GO:0031294
REGULATION_OF_SERINE_TYPE_PEPTIDASE_ACTIVITY,GO:1902571
NEGATIVE_REGULATION_OF_STEROID_METABOLIC_PROCESS,GO:0045939
COFACTOR_METABOLIC_PROCESS,GO:0051186
BARBED_END_ACTIN_FILAMENT_CAPPING,GO:0051016
CELL_MIGRATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS,GO:0002042
NEGATIVE_REGULATION_OF_INTRACELLULAR_ESTROGEN_RECEPTOR_SIGNALING_PATHWAY,GO:0033147
REGULATION_OF_TYPE_2_IMMUNE_RESPONSE,GO:0002828
3_UTR_MEDIATED_MRNA_STABILIZATION,GO:0070935
DRUG_CATABOLIC_PROCESS,GO:0042737
POSITIVE_REGULATION_OF_RHO_PROTEIN_SIGNAL_TRANSDUCTION,GO:0035025
PRIMITIVE_STREAK_FORMATION,GO:0090009
RESPONSE_TO_PHENYLPROPANOID,GO:0080184
REGULATION_OF_EPITHELIAL_CELL_MIGRATION,GO:0010632
POSITIVE_REGULATION_OF_NOTCH_SIGNALING_PATHWAY,GO:0045747
CELLULAR_IRON_ION_HOMEOSTASIS,GO:0006879
CONTRACTILE_ACTIN_FILAMENT_BUNDLE_ASSEMBLY,GO:0030038
MACROMOLECULE_DEACYLATION,GO:0098732
TRANSLATIONAL_INITIATION,GO:0006413
ACTIVATION_OF_NF_KAPPAB_INDUCING_KINASE_ACTIVITY,GO:0007250
SYNAPTIC_TRANSMISSION_CHOLINERGIC,GO:0007271
NEGATIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,GO:0002719
REGULATION_OF_TOLL_LIKE_RECEPTOR_4_SIGNALING_PATHWAY,GO:0034143
POSITIVE_REGULATION_OF_CELLULAR_PROTEIN_LOCALIZATION,GO:1903829
PLASMA_MEMBRANE_ORGANIZATION,GO:0007009
REGULATION_OF_NEUROTRANSMITTER_SECRETION,GO:0046928
POSITIVE_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS,GO:0045732
ACTIVATION_OF_ADENYLATE_CYCLASE_ACTIVITY,GO:0007190
WHITE_FAT_CELL_DIFFERENTIATION,GO:0050872
OOGENESIS,GO:0048477
REGULATION_OF_SHORT_TERM_NEURONAL_SYNAPTIC_PLASTICITY,GO:0048172
ALDEHYDE_CATABOLIC_PROCESS,GO:0046185
RESPONSE_TO_TYPE_I_INTERFERON,GO:0034340
MITOCHONDRIAL_RESPIRATORY_CHAIN_COMPLEX_ASSEMBLY,GO:0033108
HYALURONAN_CATABOLIC_PROCESS,GO:0030214
NEUROTRANSMITTER_BIOSYNTHETIC_PROCESS,GO:0042136
CYTOKINE_MEDIATED_SIGNALING_PATHWAY,GO:0019221
NEGATIVE_REGULATION_OF_LOCOMOTION,GO:0040013
NCRNA_3_END_PROCESSING,GO:0043628
LYMPH_NODE_DEVELOPMENT,GO:0048535
REGULATION_OF_CELLULAR_COMPONENT_SIZE,GO:0032535
MITOCHONDRIAL_TRANSPORT,GO:0006839
SULFUR_COMPOUND_BIOSYNTHETIC_PROCESS,GO:0044272
T_CELL_PROLIFERATION,GO:0042098
REGULATION_OF_RESPIRATORY_GASEOUS_EXCHANGE_BY_NERVOUS_SYSTEM_PROCESS,GO:0002087
PROTEIN_TARGETING,GO:0006605
POSITIVE_REGULATION_OF_CHOLESTEROL_EFFLUX,GO:0010875
POSITIVE_REGULATION_OF_VIRAL_GENOME_REPLICATION,GO:0045070
NEGATIVE_REGULATION_OF_INNATE_IMMUNE_RESPONSE,GO:0045824
REGULATION_OF_ENDOTHELIAL_CELL_DIFFERENTIATION,GO:0045601
GLIAL_CELL_DEVELOPMENT,GO:0021782
MITOCHONDRIAL_TRANSLATION,GO:0032543
REGULATION_OF_RETINOIC_ACID_RECEPTOR_SIGNALING_PATHWAY,GO:0048385
STRIATED_MUSCLE_CELL_DIFFERENTIATION,GO:0051146
REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE,GO:0003073
REGULATION_OF_SMOOTH_MUSCLE_CONTRACTION,GO:0006940
POLYOL_CATABOLIC_PROCESS,GO:0046174
SECOND_MESSENGER_MEDIATED_SIGNALING,GO:0019932
CELL_CELL_SIGNALING,GO:0007267
NEGATIVE_REGULATION_OF_B_CELL_ACTIVATION,GO:0050869
POSITIVE_REGULATION_OF_COAGULATION,GO:0050820
NEGATIVE_REGULATION_OF_PROTEIN_TYROSINE_KINASE_ACTIVITY,GO:0061099
LUNG_MORPHOGENESIS,GO:0060425
VENTRICULAR_CARDIAC_MUSCLE_CELL_DIFFERENTIATION,GO:0055012
OXIDATIVE_DEMETHYLATION,GO:0070989
REGULATION_OF_MACROPHAGE_ACTIVATION,GO:0043030
VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY,GO:0048010
POSITIVE_REGULATION_OF_MAPK_CASCADE,GO:0043410
CARBOHYDRATE_DERIVATIVE_CATABOLIC_PROCESS,GO:1901136
L_AMINO_ACID_TRANSPORT,GO:0015807
POSITIVE_REGULATION_OF_ACTION_POTENTIAL,GO:0045760
REGULATION_OF_MUSCLE_CONTRACTION,GO:0006937
REGULATION_OF_CHOLESTEROL_EFFLUX,GO:0010874
REGULATION_OF_EXOCYTOSIS,GO:0017157
NEGATIVE_REGULATION_OF_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY,GO:0034122
ANION_TRANSMEMBRANE_TRANSPORT,GO:0098656
POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CELL_SURFACE,GO:2000010
PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_CONJUGATION_OR_REMOVAL,GO:0070647
RENAL_VESICLE_DEVELOPMENT,GO:0072087
REGULATION_OF_BODY_FLUID_LEVELS,GO:0050878
REGULATION_OF_HORMONE_LEVELS,GO:0010817
BONE_CELL_DEVELOPMENT,GO:0098751
REGULATION_OF_DEFENSE_RESPONSE,GO:0031347
NEGATIVE_REGULATION_OF_NERVOUS_SYSTEM_PROCESS,GO:0031645
POSITIVE_REGULATION_OF_HEART_GROWTH,GO:0060421
NEGATIVE_REGULATION_OF_LIPID_BIOSYNTHETIC_PROCESS,GO:0051055
NEGATIVE_REGULATION_OF_PEPTIDE_SECRETION,GO:0002792
VESICLE_TARGETING,GO:0006903
REGULATION_OF_PROTEIN_EXPORT_FROM_NUCLEUS,GO:0046825
LAYER_FORMATION_IN_CEREBRAL_CORTEX,GO:0021819
POSITIVE_REGULATION_OF_ACTIN_CYTOSKELETON_REORGANIZATION,GO:2000251
SEX_DETERMINATION,GO:0007530
OLIGOSACCHARIDE_CATABOLIC_PROCESS,GO:0009313
B_CELL_PROLIFERATION,GO:0042100
POSITIVE_REGULATION_OF_DNA_METABOLIC_PROCESS,GO:0051054
PROTEASOME_ASSEMBLY,GO:0043248
ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM,GO:0072599
PYRIMIDINE_NUCLEOSIDE_TRIPHOSPHATE_BIOSYNTHETIC_PROCESS,GO:0009148
NEGATIVE_REGULATION_OF_ENDOCYTOSIS,GO:0045806
RESPONSE_TO_POTASSIUM_ION,GO:0035864
REGULATION_OF_LYMPHOCYTE_APOPTOTIC_PROCESS,GO:0070228
SMALL_MOLECULE_METABOLIC_PROCESS,GO:0044281
THYMUS_DEVELOPMENT,GO:0048538
HOMEOSTATIC_PROCESS,GO:0042592
CEREBELLAR_CORTEX_MORPHOGENESIS,GO:0021696
POSITIVE_REGULATION_OF_CYTOPLASMIC_TRANSPORT,GO:1903651
MORPHOGENESIS_OF_AN_EPITHELIUM,GO:0002009
OSTEOBLAST_DIFFERENTIATION,GO:0001649
REGULATION_OF_STRIATED_MUSCLE_CELL_DIFFERENTIATION,GO:0051153
DEFENSE_RESPONSE_TO_VIRUS,GO:0051607
SENSORY_PERCEPTION_OF_CHEMICAL_STIMULUS,GO:0007606
REGULATION_OF_RUFFLE_ASSEMBLY,GO:1900027
CELLULAR_PIGMENTATION,GO:0033059
NEGATIVE_REGULATION_OF_CALCIUM_ION_DEPENDENT_EXOCYTOSIS,GO:0045955
VACUOLAR_TRANSPORT,GO:0007034
NEGATIVE_REGULATION_OF_CELL_CELL_ADHESION,GO:0022408
POSITIVE_REGULATION_OF_VIRAL_RELEASE_FROM_HOST_CELL,GO:1902188
LEUKOCYTE_MEDIATED_CYTOTOXICITY,GO:0001909
POSITIVE_REGULATION_OF_LYASE_ACTIVITY,GO:0051349
ENTRAINMENT_OF_CIRCADIAN_CLOCK_BY_PHOTOPERIOD,GO:0043153
SUPEROXIDE_METABOLIC_PROCESS,GO:0006801
ORGANIC_HYDROXY_COMPOUND_METABOLIC_PROCESS,GO:1901615
TELOMERE_MAINTENANCE_VIA_TELOMERE_LENGTHENING,GO:0010833
PHOTOTRANSDUCTION,GO:0007602
REGULATION_OF_LIGASE_ACTIVITY,GO:0051340
REGULATION_OF_OXIDOREDUCTASE_ACTIVITY,GO:0051341
SULFATE_TRANSPORT,GO:0008272
RESPONSE_TO_FOOD,GO:0032094
TELOMERE_ORGANIZATION,GO:0032200
IMMUNE_SYSTEM_DEVELOPMENT,GO:0002520
CAMP_BIOSYNTHETIC_PROCESS,GO:0006171
ALPHA_AMINO_ACID_CATABOLIC_PROCESS,GO:1901606
CELLULAR_COMPONENT_MAINTENANCE,GO:0043954
RRNA_METABOLIC_PROCESS,GO:0016072
RESPIRATORY_SYSTEM_PROCESS,GO:0003016
NEUROTRANSMITTER_TRANSPORT,GO:0006836
REGULATION_OF_T_HELPER_CELL_DIFFERENTIATION,GO:0045622
REGULATION_OF_VOLTAGE_GATED_CALCIUM_CHANNEL_ACTIVITY,GO:1901385
PH_REDUCTION,GO:0045851
POSITIVE_REGULATION_OF_TRIGLYCERIDE_LIPASE_ACTIVITY,GO:0061365
MONOSACCHARIDE_CATABOLIC_PROCESS,GO:0046365
RESPONSE_TO_FUNGICIDE,GO:0060992
NEGATIVE_REGULATION_BY_HOST_OF_VIRAL_TRANSCRIPTION,GO:0043922
REGULATION_OF_EPIDERMAL_GROWTH_FACTOR_ACTIVATED_RECEPTOR_ACTIVITY,GO:0007176
PROTEIN_NEDDYLATION,GO:0045116
POTASSIUM_ION_HOMEOSTASIS,GO:0055075
HORMONE_TRANSPORT,GO:0009914
PROTEIN_CATABOLIC_PROCESS,GO:0030163
POSITIVE_REGULATION_OF_INTRACELLULAR_STEROID_HORMONE_RECEPTOR_SIGNALING_PATHWAY,GO:0033145
NEGATIVE_REGULATION_OF_MYOTUBE_DIFFERENTIATION,GO:0010832
INORGANIC_ANION_TRANSPORT,GO:0015698
CARBOHYDRATE_PHOSPHORYLATION,GO:0046835
PROTEIN_IMPORT,GO:0017038
NUCLEOSIDE_BISPHOSPHATE_METABOLIC_PROCESS,GO:0033865
REGULATION_OF_INTRACELLULAR_STEROID_HORMONE_RECEPTOR_SIGNALING_PATHWAY,GO:0033143
MAMMARY_GLAND_EPITHELIAL_CELL_DIFFERENTIATION,GO:0060644
CELLULAR_RESPONSE_TO_GAMMA_RADIATION,GO:0071480
REGULATION_OF_HEAT_GENERATION,GO:0031650
REGULATION_OF_FIBROBLAST_MIGRATION,GO:0010762
INDUCTION_OF_POSITIVE_CHEMOTAXIS,GO:0050930
REGENERATION,GO:0031099
EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,GO:0097191
REGULATION_OF_TRANSLATIONAL_ELONGATION,GO:0006448
CELL_MATRIX_ADHESION,GO:0007160
PITUITARY_GLAND_DEVELOPMENT,GO:0021983
MATING,GO:0007618
DEVELOPMENTAL_INDUCTION,GO:0031128
REGULATION_OF_TRANSFERASE_ACTIVITY,GO:0051338
NEGATIVE_REGULATION_OF_ALCOHOL_BIOSYNTHETIC_PROCESS,GO:1902931
CHROMOSOME_SEPARATION,GO:0051304
TISSUE_HOMEOSTASIS,GO:0001894
ANTIGEN_PROCESSING_AND_PRESENTATION_VIA_MHC_CLASS_IB,GO:0002475
GAMMA_AMINOBUTYRIC_ACID_SIGNALING_PATHWAY,GO:0007214
POSITIVE_REGULATION_OF_STEROL_TRANSPORT,GO:0032373
ADAPTIVE_IMMUNE_RESPONSE_BASED_ON_SOMATIC_RECOMBINATION_OF_IMMUNE_RECEPTORS_BUILT_FROM_IMMUNOGLOBULIN_SUPERFAMILY_DOMAINS,GO:0002460
CELL_CYCLE_ARREST,GO:0007050
THYROID_HORMONE_METABOLIC_PROCESS,GO:0042403
APOPTOTIC_CELL_CLEARANCE,GO:0043277
RIBOSOME_ASSEMBLY,GO:0042255
NEGATIVE_REGULATION_OF_ACTIN_FILAMENT_DEPOLYMERIZATION,GO:0030835
DNA_LIGATION_INVOLVED_IN_DNA_REPAIR,GO:0051103
REGULATION_OF_CELL_JUNCTION_ASSEMBLY,GO:1901888
HYPEROSMOTIC_RESPONSE,GO:0006972
NEGATIVE_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY,GO:0002716
ARTERY_DEVELOPMENT,GO:0060840
NEGATIVE_REGULATION_OF_DENDRITE_MORPHOGENESIS,GO:0050774
NEGATIVE_REGULATION_OF_TYPE_I_INTERFERON_PRODUCTION,GO:0032480
EXTRACELLULAR_MATRIX_ASSEMBLY,GO:0085029
POSTREPLICATION_REPAIR,GO:0006301
SKELETAL_SYSTEM_DEVELOPMENT,GO:0001501
ORGANOPHOSPHATE_METABOLIC_PROCESS,GO:0019637
CARDIAC_MYOFIBRIL_ASSEMBLY,GO:0055003
CELLULAR_AMINO_ACID_BIOSYNTHETIC_PROCESS,GO:0008652
CRANIAL_NERVE_MORPHOGENESIS,GO:0021602
ACTIVATION_OF_JUN_KINASE_ACTIVITY,GO:0007257
REGULATION_OF_BROWN_FAT_CELL_DIFFERENTIATION,GO:0090335
LONG_CHAIN_FATTY_ACID_METABOLIC_PROCESS,GO:0001676
MONOVALENT_INORGANIC_CATION_TRANSPORT,GO:0015672
RELAXATION_OF_CARDIAC_MUSCLE,GO:0055119
POSITIVE_REGULATION_OF_BEHAVIOR,GO:0048520
CALCIUM_MEDIATED_SIGNALING_USING_INTRACELLULAR_CALCIUM_SOURCE,GO:0035584
NEURAL_TUBE_DEVELOPMENT,GO:0021915
POLYSACCHARIDE_METABOLIC_PROCESS,GO:0005976
REGULATION_OF_INTRACELLULAR_SIGNAL_TRANSDUCTION,GO:1902531
CYCLIC_NUCLEOTIDE_METABOLIC_PROCESS,GO:0009187
POSITIVE_REGULATION_OF_T_CELL_PROLIFERATION,GO:0042102
MULTICELLULAR_ORGANISMAL_MOVEMENT,GO:0050879
CLATHRIN_COAT_ASSEMBLY,GO:0048268
NEGATIVE_REGULATION_OF_MEIOTIC_NUCLEAR_DIVISION,GO:0045835
VASCULAR_SMOOTH_MUSCLE_CELL_DIFFERENTIATION,GO:0035886
DNA_INTEGRATION,GO:0015074
CELL_ACTIVATION,GO:0001775
REGULATION_OF_MYELINATION,GO:0031641
NEGATIVE_REGULATION_OF_JUN_KINASE_ACTIVITY,GO:0043508
REGULATION_OF_AXON_GUIDANCE,GO:1902667
RESPONSE_TO_COPPER_ION,GO:0046688
REGULATION_OF_CIRCADIAN_SLEEP_WAKE_CYCLE,GO:0042749
NEGATIVE_REGULATION_OF_CELLULAR_PROTEIN_CATABOLIC_PROCESS,GO:1903363
REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR_VIA_HOMOLOGOUS_RECOMBINATION,GO:0010569
RESPONSE_TO_AXON_INJURY,GO:0048678
REGULATION_OF_VACUOLE_ORGANIZATION,GO:0044088
CIRCADIAN_REGULATION_OF_GENE_EXPRESSION,GO:0032922
RETINOL_METABOLIC_PROCESS,GO:0042572
OXALOACETATE_METABOLIC_PROCESS,GO:0006107
NEGATIVE_REGULATION_OF_TUMOR_NECROSIS_FACTOR_MEDIATED_SIGNALING_PATHWAY,GO:0010804
NEGATIVE_REGULATION_OF_EXOCYTOSIS,GO:0045920
INTRACELLULAR_STEROID_HORMONE_RECEPTOR_SIGNALING_PATHWAY,GO:0030518
REGULATION_OF_WNT_SIGNALING_PATHWAY,GO:0030111
NEGATIVE_REGULATION_OF_CELL_JUNCTION_ASSEMBLY,GO:1901889
